Customer_ID,First_Name,Last_Name,Email,Phone,Age,Gender,Annual_Income,Address_Line_1,City,State,ZIP_Code,Country,Registration_Date,Account_Status,Subscription_Member,Marketing_Consent,Acquisition_Channel,Satisfaction_Score_1_10,Loyalty_Points_Balance
CUST-001146,Betty,Brooks,bettyb@aol.com,714-856-3762,28,Male,94292,9796 Maple Ave,Seattle,WA,98101,USA,2025-09-26,Active,No,Yes,Affiliate,7,57
CUST-001147,Gregory,Richardson,gregoryr@hotmail.com,283-246-5336,49,Male,73385,3553 Washington Ln,El Paso,TX,79901,USA,2021-09-18,Active,No,Yes,Referral,5,71
CUST-001148,Samantha,Brown,samantha510@gmail.com,615-504-8430,39,Male,132116,1295 Main Ave,Mesa,AZ,85201,USA,2024-10-24,Active,Yes,Yes,Email Campaign,9,3740
CUST-001149,Jeffrey,Turner,jturner@outlook.com,526-951-6658,30,Female,104596,6632 Maple Blvd,Columbus,OH,43201,USA,2024-07-13,Active,No,Yes,Referral,9,256
CUST-001150,Angela,Bailey,angela_bailey@gmail.com,344-299-1829,60,Male,68129,4854 Washington Ln,San Francisco,CA,94101,USA,2023-10-28,Active,No,No,Paid Social,3,27
CUST-001151,Rebecca,Young,rebeccayoung@gmail.com,710-727-8648,53,Male,101522,8271 Cedar Dr,Boston,MA,02101,USA,2023-03-14,Active,Yes,Yes,Paid Social,7,621
CUST-001152,John,Lopez,jlopez@yahoo.com,249-251-5609,52,Female,155474,8208 Lake Blvd,Fresno,CA,93701,USA,2023-11-16,Active,No,No,Email Campaign,8,7968
CUST-001153,Jonathan,Johnson,jonathan.johnson@protonmail.com,574-246-7563,29,Female,88842,938 Pine Blvd,Louisville,KY,40201,USA,2025-09-08,Active,Yes,Yes,Organic Search,7,23
CUST-001154,Stephen,Torres,storres@gmail.com,896-825-2946,36,Female,100163,2208 Oak Dr,Fresno,CA,93701,USA,2023-11-30,Inactive,Yes,Yes,Referral,5,6
CUST-001155,Melissa,Baker,melissa_baker@yahoo.com,712-241-1742,27,Male,48696,737 Maple Rd,New Orleans,LA,70101,USA,2025-08-18,Active,Yes,Yes,TV/Print,6,289
CUST-001156,Kevin,Stewart,kstewart@aol.com,526-366-7438,52,Female,109149,5002 Elm Ln,San Jose,CA,95101,USA,2023-01-15,Active,Yes,No,Referral,9,25
CUST-001157,Angela,Morgan,angela502@outlook.com,539-889-2795,40,Male,40752,6924 Cedar Rd,Atlanta,GA,30301,USA,2024-10-04,Active,No,Yes,Paid Social,8,4
CUST-001158,Frank,Watson,frankw@protonmail.com,252-797-8871,39,Male,41542,2893 Washington Ave,Albuquerque,NM,87101,USA,2024-12-13,Active,No,No,Paid Social,9,191
CUST-001159,Debra,Young,debray@aol.com,628-355-7765,49,Female,62584,3440 Washington Ln,Minneapolis,MN,55401,USA,2025-10-27,Active,No,Yes,In-Store,6,22
CUST-001160,Maria,Ward,mward@outlook.com,412-774-6325,54,Male,53313,7937 Washington Blvd,Tampa,FL,33601,USA,2022-05-12,Active,No,Yes,Referral,5,574
CUST-001161,Daniel,Collins,danielc@yahoo.com,897-858-5331,38,Male,59302,8032 Pine Ave,El Paso,TX,79901,USA,2023-05-18,Active,No,Yes,Email Campaign,7,34
CUST-001162,Emily,Bailey,emilybailey@gmail.com,921-700-6194,56,Male,43548,7961 Elm Ln,Washington,DC,20001,USA,2022-02-11,Active,No,No,Referral,7,20
CUST-001163,Raymond,Scott,raymond.scott@outlook.com,553-991-3399,40,Female,66085,4858 Main Blvd,Atlanta,GA,30301,USA,2022-08-24,Active,Yes,Yes,In-Store,8,33
CUST-001164,Catherine,Hernandez,chernandez@aol.com,477-775-5450,31,Female,74730,2349 Oak Ln,Virginia Beach,VA,23451,USA,2024-12-31,Active,No,Yes,Organic Search,10,3774
CUST-001165,Jack,Ramos,jackramos@icloud.com,302-623-6411,55,Female,98780,7839 Oak Rd,Houston,TX,77001,USA,2022-09-07,Active,No,Yes,Paid Social,4,79
CUST-001166,Jerry,Moore,jerrym@yahoo.com,974-494-6262,49,Female,166740,4776 Main St,Austin,TX,78701,USA,2024-02-27,Active,No,Yes,Referral,8,349
CUST-001167,Katherine,Kelly,katherinek@outlook.com,627-380-1595,27,Female,116975,6604 Lake Ave,Tampa,FL,33601,USA,2022-05-21,Active,Yes,Yes,Email Campaign,5,230
CUST-001168,Janet,Nguyen,janet.nguyen@outlook.com,491-665-9901,43,Female,101812,8690 Lake Ave,New York,NY,10001,USA,2024-10-06,Active,No,Yes,Organic Search,7,2395
CUST-001169,Nicholas,Reyes,nicholasreyes@gmail.com,463-935-4050,35,Male,19445,330 Elm Blvd,San Diego,CA,92101,USA,2024-08-01,Active,Yes,Yes,In-Store,6,10
CUST-001170,Larry,Gray,larrygray@gmail.com,535-288-7567,22,Female,69573,1662 Maple Ave,Jacksonville,FL,32201,USA,2023-01-05,Active,Yes,Yes,Email Campaign,8,10
CUST-001171,Kathleen,Adams,kathleenadams@gmail.com,473-537-5947,57,Female,51713,9643 Main Blvd,New York,NY,10001,USA,2024-12-22,Active,No,Yes,TV/Print,10,5715
CUST-001172,Katherine,Campbell,katherinecampbell@yahoo.com,615-902-9233,44,Male,46574,5195 Oak Rd,Houston,TX,77001,USA,2022-09-11,Active,Yes,Yes,Affiliate,5,38
CUST-001173,Donna,Mitchell,donnamitchell@yahoo.com,820-582-7813,36,Male,49427,9098 Lake Ln,Charlotte,NC,28201,USA,2025-09-09,Active,No,Yes,TV/Print,8,165
CUST-001174,Christine,Ramirez,christineramirez@outlook.com,920-570-2279,19,Female,125119,9343 Oak St,Oakland,CA,94601,USA,2022-03-17,Active,No,No,Organic Search,5,53
CUST-001175,Stephen,Cook,stephenc@outlook.com,652-319-4365,44,Female,50571,9654 Lake St,Mesa,AZ,85201,USA,2025-08-07,Active,Yes,Yes,Email Campaign,6,194
CUST-001176,Angela,Edwards,angela.edwards@yahoo.com,259-772-8575,39,Female,40444,5149 Main Dr,Milwaukee,WI,53201,USA,2025-09-12,Active,Yes,Yes,Paid Social,9,11
CUST-001177,Steven,Smith,stevensmith@icloud.com,265-754-1987,59,Male,146423,1230 Lake St,Long Beach,CA,90801,USA,2026-01-11,Active,No,Yes,Referral,5,540
CUST-001178,Andrew,Evans,andrewevans@icloud.com,659-586-7154,55,Female,86879,1414 Maple Rd,Wichita,KS,67201,USA,2022-11-04,Inactive,Yes,No,Organic Search,4,22
CUST-001179,Brian,Thomas,briant@yahoo.com,203-974-1372,18,Female,49645,4988 Lake Rd,Portland,OR,97201,USA,2023-06-22,Active,No,Yes,Organic Search,8,3675
CUST-001180,Raymond,Cooper,raymondc@outlook.com,358-482-4088,59,Female,43490,1948 Main Rd,Oklahoma City,OK,73101,USA,2021-10-27,Active,No,Yes,Paid Social,6,435
CUST-001181,Rebecca,Ward,rebecca.ward@outlook.com,657-812-1797,28,Female,37920,4109 Main Dr,San Francisco,CA,94101,USA,2025-04-13,Active,No,No,Affiliate,7,4362
CUST-001182,Jeffrey,Robinson,jeffreyrobinson@aol.com,439-949-6224,40,Male,118953,9561 Elm Ave,New Orleans,LA,70101,USA,2021-08-06,Inactive,No,Yes,Referral,1,17
CUST-001183,Joshua,Jackson,joshuaj@outlook.com,805-952-3869,28,Male,177942,7099 Lake St,Charlotte,NC,28201,USA,2024-02-14,Active,Yes,No,Paid Social,5,35
CUST-001184,Brian,Chavez,bchavez@gmail.com,352-507-7167,42,Female,66382,3112 Lake Ave,Cleveland,OH,44101,USA,2023-07-01,Active,Yes,Yes,Paid Social,7,276
CUST-001185,Mark,Hill,mark879@gmail.com,622-626-9683,55,Male,192788,2296 Washington Ave,San Jose,CA,95101,USA,2021-12-02,Active,Yes,No,Email Campaign,8,9
CUST-001186,Steven,Clark,steven339@outlook.com,395-252-5398,41,Male,36753,6279 Main St,Philadelphia,PA,19101,USA,2023-12-01,Active,No,Yes,Organic Search,5,18
CUST-001187,Matthew,Ross,matthew602@gmail.com,510-215-4470,26,Male,58859,3213 Oak Rd,Omaha,NE,68101,USA,2023-04-22,Active,No,Yes,Paid Social,6,27
CUST-001188,Dennis,Morris,dennismorris@icloud.com,765-529-5637,51,Female,59856,6336 Lake Ln,Minneapolis,MN,55401,USA,2023-01-19,Active,No,No,Paid Social,6,58
CUST-001189,Katherine,Rivera,katherine_rivera@protonmail.com,680-979-6246,20,Male,29978,3428 Elm Blvd,Detroit,MI,48201,USA,2023-07-25,Active,No,Yes,Email Campaign,8,146
CUST-001190,Edward,Garcia,edwardgarcia@yahoo.com,793-937-7841,50,Male,98765,4936 Maple Ave,Tampa,FL,33601,USA,2025-08-15,Active,Yes,Yes,Organic Search,7,1423
CUST-001191,Kevin,Robinson,kevinr@gmail.com,940-857-9037,24,Non-binary,43520,7650 Maple Rd,San Francisco,CA,94101,USA,2023-08-22,Active,Yes,Yes,Organic Search,5,79
CUST-001192,Amanda,Perez,amanda144@yahoo.com,857-260-9584,39,Male,296706,654 Oak Rd,Mesa,AZ,85201,USA,2023-09-13,Inactive,No,Yes,Email Campaign,4,53
CUST-001193,Michael,Ross,mross@outlook.com,209-423-9285,35,Male,34013,7571 Elm St,Dallas,TX,75201,USA,2021-09-18,Active,No,Yes,Organic Search,6,23
CUST-001194,Helen,Brooks,helenb@protonmail.com,764-621-1194,45,Female,96820,374 Cedar Ln,Albuquerque,NM,87101,USA,2022-09-28,Active,No,Yes,Direct,8,277
CUST-001195,Andrew,Williams,andrew515@gmail.com,736-352-4948,32,Female,123488,3244 Cedar Blvd,Oakland,CA,94601,USA,2024-01-10,Active,No,Yes,Email Campaign,6,143
CUST-001196,Paul,Gomez,paul_gomez@company.com,431-507-2320,57,Female,70909,619 Oak Dr,Portland,OR,97201,USA,2023-11-12,Active,No,Yes,Organic Search,9,19
CUST-001197,Timothy,Carter,tcarter@hotmail.com,711-644-6427,45,Female,17122,9370 Oak Ln,Houston,TX,77001,USA,2022-11-13,Active,No,No,Paid Social,3,106
CUST-001198,Jennifer,Robinson,jennifer217@hotmail.com,900-487-9897,47,Female,179001,9332 Main Ave,Atlanta,GA,30301,USA,2023-10-10,Active,Yes,No,Paid Social,5,99
CUST-001199,Kenneth,Williams,kennethwilliams@hotmail.com,366-777-4939,40,Female,133537,9384 Washington Rd,Long Beach,CA,90801,USA,2025-08-18,Active,No,No,Organic Search,8,9
CUST-001200,Anna,Nelson,anna394@yahoo.com,254-300-8161,57,Female,129122,3903 Oak Blvd,Dallas,TX,75201,USA,2022-01-03,Active,Yes,Yes,Paid Social,5,7
CUST-001201,Nicole,Foster,nicolef@hotmail.com,661-702-4737,29,Female,48514,5929 Washington Dr,Portland,OR,97201,USA,2022-02-06,Active,Yes,No,Referral,9,6384
CUST-001202,Lisa,Mendoza,lisa600@hotmail.com,930-275-2344,52,Female,99678,4490 Maple Dr,Oklahoma City,OK,73101,USA,2025-12-16,Active,Yes,No,Direct,9,377
CUST-001203,Catherine,Brooks,catherine158@outlook.com,515-655-6896,50,Female,95778,4519 Oak Ave,Oklahoma City,OK,73101,USA,2024-08-30,Active,No,Yes,Paid Social,5,88
CUST-001204,Barbara,White,bwhite@yahoo.com,562-767-2524,39,Male,52624,9880 Elm Dr,Kansas City,MO,64101,USA,2023-04-30,Active,No,No,Organic Search,8,52
CUST-001205,Mary,Nguyen,mnguyen@protonmail.com,901-589-3777,18,Male,83114,2374 Cedar Blvd,Wichita,KS,67201,USA,2025-12-18,Active,No,No,Referral,8,2662
CUST-001206,Paul,Murphy,paul.murphy@gmail.com,278-569-5123,39,Male,47774,4140 Lake Ln,Austin,TX,78701,USA,2024-01-01,Active,Yes,Yes,Direct,9,5995
CUST-001207,Brandon,Sanchez,brandon.sanchez@icloud.com,835-589-6399,53,Male,65101,7312 Elm Dr,Dallas,TX,75201,USA,2024-09-24,Active,No,Yes,Referral,5,16
CUST-001208,Katherine,Kim,katherine_kim@protonmail.com,607-526-5775,18,Female,150522,8144 Pine Blvd,Boston,MA,02101,USA,2023-01-21,Active,Yes,No,Email Campaign,8,7670
CUST-001209,Timothy,Scott,tscott@yahoo.com,384-898-1440,67,Male,153793,7663 Pine Dr,Detroit,MI,48201,USA,2025-10-19,Active,No,Yes,Referral,9,102
CUST-001210,Donna,Ruiz,druiz@hotmail.com,458-874-3525,45,Female,166346,7032 Washington St,Oakland,CA,94601,USA,2023-08-22,Active,Yes,No,Paid Social,6,57
CUST-001211,Laura,Kim,laurak@yahoo.com,628-756-1602,32,Female,57206,5990 Oak St,Portland,OR,97201,USA,2023-06-11,Active,Yes,Yes,Paid Social,9,3
CUST-001212,Jerry,Young,jerry674@gmail.com,893-862-7547,33,Male,73808,5532 Washington St,Nashville,TN,37201,USA,2025-07-04,Active,No,Yes,Affiliate,9,15
CUST-001213,Mary,Gonzalez,marygonzalez@gmail.com,789-426-8303,53,Male,43465,6229 Washington Dr,Fresno,CA,93701,USA,2022-04-02,Active,Yes,Yes,Paid Social,9,139
CUST-001214,Jerry,Gray,jerry603@hotmail.com,307-502-7815,56,Female,49107,1506 Oak Rd,Fresno,CA,93701,USA,2025-08-05,Active,No,No,Paid Social,7,14
CUST-001215,Charles,Hall,charles_hall@protonmail.com,687-299-8178,45,Female,51551,7512 Elm St,Milwaukee,WI,53201,USA,2022-01-15,Active,No,Yes,Referral,6,209
CUST-001216,Joshua,Garcia,joshua830@gmail.com,368-958-4996,49,Female,44808,8554 Maple Ln,San Diego,CA,92101,USA,2026-04-24,Active,No,No,In-Store,7,61
CUST-001217,Christopher,Nelson,cnelson@outlook.com,855-873-8080,33,Female,60497,6581 Main Rd,Milwaukee,WI,53201,USA,2025-02-20,Active,No,Yes,Paid Social,8,27
CUST-001218,Brandon,Sanchez,brandons@protonmail.com,485-970-2025,18,Male,73875,9559 Oak Ln,Louisville,KY,40201,USA,2024-04-04,Active,Yes,Yes,Paid Social,5,20
CUST-001219,Lisa,Campbell,lisacampbell@gmail.com,740-854-6134,35,Female,174814,9880 Washington Ln,Milwaukee,WI,53201,USA,2025-10-19,Inactive,Yes,Yes,Email Campaign,5,52
CUST-001220,Ronald,Ramos,ronald_ramos@aol.com,922-504-2388,51,Female,38441,2294 Elm St,Nashville,TN,37201,USA,2021-09-12,Active,Yes,Yes,Referral,8,6
CUST-001221,Donald,Flores,donaldflores@hotmail.com,810-341-7286,57,Male,32169,7031 Maple Dr,Detroit,MI,48201,USA,2022-07-20,Active,No,Yes,Affiliate,6,50
CUST-001222,Samantha,Morgan,samantha711@gmail.com,391-522-8389,34,Male,66325,978 Elm St,Jacksonville,FL,32201,USA,2023-04-30,Active,No,Yes,Affiliate,8,3831
CUST-001223,Gary,Moore,gmoore@gmail.com,625-927-8272,20,Male,37038,8106 Maple St,Kansas City,MO,64101,USA,2023-08-09,Active,Yes,Yes,Email Campaign,8,193
CUST-001224,Larry,Brown,larrybrown@yahoo.com,372-999-8492,75,Male,117097,9367 Lake Ln,Denver,CO,80201,USA,2026-04-04,Active,No,No,Email Campaign,7,268
CUST-001225,Angela,Anderson,angela.anderson@outlook.com,755-974-1681,56,Female,47378,7331 Pine Dr,Seattle,WA,98101,USA,2022-02-03,Active,No,No,Organic Search,9,209
CUST-001226,Susan,Patel,susan850@gmail.com,660-469-6711,51,Male,104306,1525 Lake St,New Orleans,LA,70101,USA,2025-01-19,Inactive,Yes,Yes,Paid Social,3,14
CUST-001227,Maria,Walker,maria215@hotmail.com,847-638-3719,18,Male,85250,2381 Pine Ave,Long Beach,CA,90801,USA,2022-07-29,Active,Yes,Yes,Referral,7,408
CUST-001228,Linda,Reed,lindar@protonmail.com,499-496-5380,44,Female,84657,8528 Oak Ave,Seattle,WA,98101,USA,2023-02-03,Active,No,Yes,Organic Search,4,57
CUST-001229,Dennis,Evans,dennis.evans@gmail.com,455-349-6277,40,Female,27284,4155 Washington Dr,Seattle,WA,98101,USA,2021-07-30,Active,No,Yes,In-Store,6,22
CUST-001230,Charles,Kelly,charles_kelly@icloud.com,987-295-7600,49,Male,75431,8547 Cedar Rd,Miami,FL,33101,USA,2024-02-12,Active,No,Yes,Organic Search,8,25
CUST-001231,Melissa,Collins,mcollins@gmail.com,295-948-8511,59,Female,102192,5969 Oak Ln,Boston,MA,02101,USA,2023-03-06,Active,Yes,No,Referral,5,21
CUST-001232,Ronald,Ramirez,rramirez@yahoo.com,545-760-3139,25,Male,121678,9375 Lake Blvd,Columbus,OH,43201,USA,2023-08-31,Active,No,Yes,Email Campaign,7,47
CUST-001233,Debra,Ross,debra.ross@aol.com,651-667-1011,37,Male,80101,7109 Pine Rd,San Antonio,TX,78201,USA,2022-12-05,Active,Yes,Yes,Paid Social,8,36
CUST-001234,Thomas,Wood,thomaswood@gmail.com,880-864-3711,42,Male,103854,948 Washington Rd,Seattle,WA,98101,USA,2025-11-30,Active,No,Yes,Organic Search,7,380
CUST-001235,Michelle,Castillo,michellecastillo@gmail.com,418-688-2276,39,Female,166659,2274 Pine Ln,Louisville,KY,40201,USA,2022-10-06,Active,No,Yes,Organic Search,5,9
CUST-001236,Debra,Cruz,debra.cruz@yahoo.com,910-335-8826,48,Male,91368,1260 Pine Dr,Minneapolis,MN,55401,USA,2024-07-06,Active,No,Yes,In-Store,5,471
CUST-001237,Barbara,Sanders,barbara.sanders@company.com,591-992-3181,19,Male,96500,2440 Oak Ln,San Antonio,TX,78201,USA,2024-09-06,Active,No,Yes,Referral,9,8550
CUST-001238,Larry,Johnson,larry625@company.com,966-355-7745,49,Female,51601,7348 Pine St,Austin,TX,78701,USA,2023-12-21,Active,No,No,Email Campaign,7,40
CUST-001239,Richard,Moore,richard.moore@protonmail.com,522-343-5059,33,Male,98000,4637 Oak Ave,Long Beach,CA,90801,USA,2022-05-06,Active,No,Yes,Referral,8,646
CUST-001240,Stephen,Kim,stephen615@outlook.com,508-410-9482,45,Female,35529,8448 Pine Rd,Colorado Springs,CO,80901,USA,2024-11-03,Inactive,No,Yes,Organic Search,1,13
CUST-001241,Ronald,Nguyen,ronald.nguyen@yahoo.com,446-711-2163,24,Male,105104,8755 Main Blvd,Cleveland,OH,44101,USA,2021-12-27,Inactive,No,Yes,Organic Search,2,15
CUST-001242,Kenneth,Taylor,kennetht@yahoo.com,217-801-2106,41,Female,54614,325 Cedar Ave,Las Vegas,NV,89101,USA,2024-05-22,Active,Yes,Yes,TV/Print,4,79
CUST-001243,Jennifer,Davis,jdavis@company.com,918-611-2350,23,Female,27946,8891 Maple Blvd,Fresno,CA,93701,USA,2024-10-31,Active,No,No,Email Campaign,9,241
CUST-001244,David,Flores,davidf@yahoo.com,800-849-2083,32,Female,117521,5181 Washington Rd,Columbus,OH,43201,USA,2021-11-28,Active,No,Yes,Organic Search,8,1582
CUST-001245,Donald,Davis,donald.davis@gmail.com,516-882-3877,20,Male,74573,2056 Main Rd,Louisville,KY,40201,USA,2025-10-15,Inactive,Yes,Yes,Affiliate,4,10
CUST-001246,Sarah,Hughes,sarahhughes@gmail.com,465-370-7092,43,Male,103844,2179 Cedar Rd,Tucson,AZ,85701,USA,2024-06-29,Active,No,Yes,Direct,9,198
CUST-001247,Jessica,Foster,jessica.foster@gmail.com,469-929-2262,52,Female,61430,8228 Lake Ln,El Paso,TX,79901,USA,2021-11-30,Inactive,No,Yes,Direct,4,27
CUST-001248,George,Davis,georged@yahoo.com,787-890-2889,21,Female,72601,3842 Main St,Austin,TX,78701,USA,2024-05-17,Inactive,Yes,Yes,Affiliate,2,16
CUST-001249,Mary,Young,myoung@gmail.com,766-931-7870,42,Male,111947,3778 Elm Ave,Detroit,MI,48201,USA,2024-04-16,Inactive,No,Yes,Referral,4,77
CUST-001250,Rebecca,Castillo,rebecca_castillo@hotmail.com,253-383-4656,28,Female,94239,8550 Main Dr,Phoenix,AZ,85001,USA,2023-03-27,Active,No,Yes,Paid Social,7,116
CUST-001251,William,Reyes,william_reyes@gmail.com,667-208-7044,46,Male,54593,3387 Cedar Ln,Wichita,KS,67201,USA,2021-09-13,Active,No,Yes,Organic Search,7,466
CUST-001252,Joshua,Patel,joshuapatel@protonmail.com,950-759-5016,31,Male,39580,2566 Main Dr,Milwaukee,WI,53201,USA,2024-05-16,Active,Yes,Yes,In-Store,6,46
CUST-001253,Patricia,Robinson,patricia_robinson@gmail.com,977-873-7164,59,Female,119650,5138 Oak Ave,Miami,FL,33101,USA,2021-09-24,Active,No,Yes,Paid Social,5,159
CUST-001254,Shirley,Walker,swalker@outlook.com,732-622-7102,35,Male,96494,7611 Oak Ln,Houston,TX,77001,USA,2025-08-22,Active,No,No,In-Store,7,201
CUST-001255,Richard,Cook,richard137@hotmail.com,442-498-5276,62,Female,26054,5261 Washington Rd,Portland,OR,97201,USA,2026-01-07,Active,Yes,Yes,Referral,5,58
CUST-001256,Jack,Adams,jadams@gmail.com,998-988-2785,47,Female,169559,2646 Oak Ave,Seattle,WA,98101,USA,2025-02-16,Inactive,Yes,Yes,Referral,1,17
CUST-001257,Laura,Reyes,lreyes@gmail.com,662-515-8591,55,Male,118423,4441 Oak St,San Diego,CA,92101,USA,2023-06-08,Active,No,Yes,Paid Social,7,27
CUST-001258,Christopher,Mendoza,christopher312@icloud.com,351-293-5066,49,Female,124566,5928 Washington Ln,Minneapolis,MN,55401,USA,2023-01-21,Active,No,No,Referral,5,38
CUST-001259,Michael,Gray,michael_gray@outlook.com,966-763-5093,36,Female,109749,1651 Lake St,Jacksonville,FL,32201,USA,2026-04-07,Active,Yes,Yes,Paid Social,10,3548
CUST-001260,Sarah,Thomas,sarah.thomas@protonmail.com,581-902-2376,48,Female,116700,9640 Cedar St,Wichita,KS,67201,USA,2025-03-11,Active,No,No,Email Campaign,6,22
CUST-001261,John,Rodriguez,john203@yahoo.com,325-243-8552,48,Female,53059,929 Maple Ln,Baltimore,MD,21201,USA,2021-11-25,Inactive,No,Yes,Affiliate,2,6
CUST-001262,Sharon,Castillo,scastillo@gmail.com,391-481-5585,20,Female,59028,7407 Maple St,Los Angeles,CA,90001,USA,2024-04-17,Active,No,Yes,In-Store,10,5276
CUST-001263,Brandon,Richardson,brandonrichardson@gmail.com,690-262-2437,67,Female,74903,4683 Washington Ave,Virginia Beach,VA,23451,USA,2024-10-13,Active,Yes,No,Email Campaign,8,14
CUST-001264,Rebecca,Sanchez,rebeccas@yahoo.com,567-691-9921,35,Male,43579,8040 Elm Ln,San Francisco,CA,94101,USA,2022-11-26,Inactive,No,No,Paid Social,3,38
CUST-001265,Nicholas,Adams,nicholas_adams@outlook.com,997-487-1959,58,Female,85540,7828 Elm Ln,Jacksonville,FL,32201,USA,2026-04-17,Active,Yes,Yes,Organic Search,7,16
CUST-001266,Sandra,Lee,sandralee@yahoo.com,257-982-4594,27,Male,37756,9532 Washington Blvd,Omaha,NE,68101,USA,2025-02-01,Active,No,Yes,Direct,7,16
CUST-001267,Daniel,Thompson,danielt@yahoo.com,920-917-6761,34,Female,26254,9400 Maple Ln,Boston,MA,02101,USA,2021-12-01,Active,Yes,Yes,Paid Social,7,5
CUST-001268,Matthew,Murphy,matthew_murphy@icloud.com,816-424-1326,61,Female,145506,8725 Lake St,Jacksonville,FL,32201,USA,2023-09-09,Active,Yes,Yes,Direct,5,210
CUST-001269,Kevin,Ward,kevinward@gmail.com,260-222-3420,28,Male,41180,9711 Maple St,El Paso,TX,79901,USA,2022-06-02,Active,No,Yes,Email Campaign,6,266
CUST-001270,Shirley,Campbell,shirley.campbell@gmail.com,509-530-3235,63,Female,50614,2680 Washington Rd,Detroit,MI,48201,USA,2022-06-28,Active,Yes,Yes,Paid Social,6,63
CUST-001271,Gary,Wood,garywood@gmail.com,379-587-6026,18,Male,67722,4925 Maple Ave,Tulsa,OK,74101,USA,2023-04-16,Active,No,Yes,Organic Search,5,129
CUST-001272,Carolyn,Smith,carolyn972@gmail.com,826-426-2705,40,Male,81749,8229 Maple Blvd,Atlanta,GA,30301,USA,2024-03-30,Active,No,Yes,Paid Social,3,26
CUST-001273,Janet,Martinez,janet_martinez@gmail.com,854-946-6500,58,Female,134350,7417 Main Blvd,Boston,MA,02101,USA,2025-07-01,Active,Yes,Yes,Affiliate,3,87
CUST-001274,Anthony,Young,anthony.young@icloud.com,595-648-7875,38,Female,86342,2825 Washington Dr,Nashville,TN,37201,USA,2024-12-31,Active,No,Yes,Paid Social,5,31
CUST-001275,Timothy,Hall,thall@gmail.com,866-976-4695,20,Male,99563,2764 Lake St,San Antonio,TX,78201,USA,2021-10-16,Active,No,Yes,Affiliate,8,10
CUST-001276,Robert,Nguyen,robert_nguyen@gmail.com,364-949-2228,29,Female,67200,9062 Oak Blvd,Indianapolis,IN,46201,USA,2025-11-07,Active,No,Yes,Paid Social,5,9
CUST-001277,Scott,Ward,sward@yahoo.com,821-644-3573,66,Female,167522,977 Oak Blvd,Tulsa,OK,74101,USA,2026-04-07,Active,Yes,Yes,Organic Search,8,56
CUST-001278,Anthony,Harris,anthony420@gmail.com,504-443-2571,47,Male,102823,913 Washington Ln,Kansas City,MO,64101,USA,2022-05-23,Active,Yes,Yes,Paid Social,9,22
CUST-001279,Stephen,Morales,stephen.morales@gmail.com,840-814-8869,41,Female,47597,3371 Oak St,Detroit,MI,48201,USA,2026-06-02,Active,No,Yes,Organic Search,8,25
CUST-001280,Anthony,Perez,anthony_perez@protonmail.com,682-700-5341,47,Female,95943,1593 Washington Ave,Philadelphia,PA,19101,USA,2023-10-14,Inactive,No,Yes,Referral,3,121
CUST-001281,Melissa,Carter,melissacarter@hotmail.com,431-475-2009,44,Male,204262,2576 Oak St,Baltimore,MD,21201,USA,2026-03-10,Active,No,No,Email Campaign,7,119
CUST-001282,Christine,Hall,christineh@yahoo.com,596-735-7858,30,Female,31932,8873 Lake Ln,Las Vegas,NV,89101,USA,2022-03-13,Active,No,No,Email Campaign,9,270
CUST-001283,Donald,Stewart,donald.stewart@outlook.com,785-893-3415,53,Male,39719,2070 Lake Ave,Portland,OR,97201,USA,2021-08-26,Active,No,Yes,TV/Print,7,1468
CUST-001284,Nancy,Ramirez,nancyramirez@gmail.com,645-406-3422,34,Male,122486,9849 Cedar Blvd,Dallas,TX,75201,USA,2026-03-14,Active,Yes,Yes,Email Campaign,8,41
CUST-001285,Carolyn,Rodriguez,crodriguez@gmail.com,669-212-9561,53,Male,72408,6974 Oak Dr,Kansas City,MO,64101,USA,2024-03-18,Active,No,Yes,Referral,9,4014
CUST-001286,Karen,Jackson,karenj@gmail.com,998-303-5687,38,Male,61829,8875 Elm Dr,Long Beach,CA,90801,USA,2022-03-09,Active,Yes,Yes,Affiliate,5,48
CUST-001287,Kimberly,Roberts,kroberts@hotmail.com,612-347-7581,32,Male,89142,735 Washington Blvd,Atlanta,GA,30301,USA,2023-01-09,Active,Yes,Yes,Email Campaign,8,51
CUST-001288,Frank,Walker,frank51@yahoo.com,518-487-9054,23,Female,33074,1709 Pine Ave,Albuquerque,NM,87101,USA,2024-12-06,Active,No,Yes,TV/Print,7,482
CUST-001289,Joshua,Myers,joshua_myers@protonmail.com,392-652-4463,25,Female,32272,6771 Lake Ln,Seattle,WA,98101,USA,2022-05-09,Active,No,No,Organic Search,8,22
CUST-001290,Melissa,Davis,melissadavis@yahoo.com,782-229-3846,44,Male,350000,3258 Pine St,Phoenix,AZ,85001,USA,2024-09-10,Active,No,Yes,Affiliate,10,8286
CUST-001291,Ashley,Jones,ashley.jones@aol.com,717-606-3029,36,Female,189955,600 Pine Blvd,Detroit,MI,48201,USA,2022-06-27,Active,Yes,Yes,Organic Search,8,4519
CUST-001292,Gary,Kim,garykim@outlook.com,966-905-2480,36,Male,61263,4770 Main Dr,Albuquerque,NM,87101,USA,2023-02-24,Active,No,Yes,Email Campaign,5,80
CUST-001293,Michael,Lee,michaell@gmail.com,411-475-7709,32,Male,34368,8509 Main Rd,Wichita,KS,67201,USA,2025-03-28,Active,Yes,Yes,Referral,6,484
