Customer_ID,First_Name,Last_Name,Email,Phone,Age,Gender,Annual_Income,Address_Line_1,City,State,ZIP_Code,Country,Registration_Date,Account_Status,Subscription_Member,Marketing_Consent,Acquisition_Channel,Satisfaction_Score_1_10,Loyalty_Points_Balance,Days_Since_Registration,total_orders,completed_orders,total_revenue,avg_order_value,max_order_value,min_order_value,first_order_date,last_order_date,total_items,total_discount_amt,avg_discount_pct,refunded_orders,cancelled_orders,preferred_channel,preferred_category,recency_days,customer_lifespan_days,refund_rate,cancel_rate,revenue_per_item,total_interactions,support_tickets,email_opens,email_clicks,web_visits,app_opens,avg_duration_mins,avg_int_satisfaction,last_interaction_date,preferred_int_channel,days_since_last_interaction,email_ctr
CUST-001172,Katherine,Campbell,katherinecampbell@yahoo.com,615-902-9233,44,Male,46574,5195 Oak Rd,Houston,TX,77001,USA,2022-09-11,Active,True,True,Affiliate,5.0,38,1368,19,15,857.52,45.13263157894737,70.38,19.59,2021-10-26,2026-04-20,22,5.9,1.3157894736842106,2,2,Mobile App,Electronics,51,1637,0.10526315789473684,0.10526315789473684,38.97818181818182,35,2,11,3,7,1,8.085714285714285,2.0,2026-03-02,Web,100,0.2727
CUST-001173,Donna,Mitchell,donnamitchell@yahoo.com,820-582-7813,36,Male,49427,9098 Lake Ln,Charlotte,NC,28201,USA,2025-09-09,Active,False,True,TV/Print,8.0,165,274,15,12,1593.23,106.21533333333333,158.22,62.66,2023-01-11,2026-06-02,46,8.129999999999999,0.6666666666666666,1,2,Online,Electronics,8,1238,0.06666666666666667,0.13333333333333333,34.6354347826087,74,3,20,17,13,5,5.594594594594595,3.0,2026-04-17,Email,54,0.85
CUST-001174,Christine,Ramirez,christineramirez@outlook.com,920-570-2279,19,Female,125119,9343 Oak St,Oakland,CA,94601,USA,2022-03-17,Active,False,False,Organic Search,5.0,53,1546,15,13,749.67,49.977999999999994,72.41,30.34,2024-11-20,2026-03-20,19,19.14,3.0,0,1,Mobile App,Books,82,485,0.0,0.06666666666666667,39.456315789473685,21,1,8,4,4,0,6.619047619047619,5.0,2026-05-30,Mobile App,11,0.5
CUST-001175,Stephen,Cook,stephenc@outlook.com,652-319-4365,44,Female,50571,9654 Lake St,Mesa,AZ,85201,USA,2025-08-07,Active,True,True,Email Campaign,6.0,194,307,34,24,3872.26,113.89,171.22,54.73,2024-10-22,2026-03-27,111,48.42,1.0294117647058822,3,1,Online,Home & Garden,75,521,0.08823529411764706,0.029411764705882353,34.88522522522523,81,8,20,18,12,6,7.555555555555555,3.6,2026-06-09,Web,1,0.9
CUST-001176,Angela,Edwards,angela.edwards@yahoo.com,259-772-8575,39,Female,40444,5149 Main Dr,Milwaukee,WI,53201,USA,2025-09-12,Active,True,True,Paid Social,9.0,11,271,3,3,268.32,89.44,115.3,52.08,2023-11-03,2026-05-18,6,0.0,0.0,0,0,Online,Automotive,23,927,0.0,0.0,44.72,13,1,1,6,1,2,6.076923076923077,3.0,2026-04-02,Email,69,6.0
CUST-001177,Steven,Smith,stevensmith@icloud.com,265-754-1987,59,Male,146423,1230 Lake St,Long Beach,CA,90801,USA,2026-01-11,Active,False,True,Referral,5.0,540,150,37,25,3801.35,102.73918918918919,154.3,55.81,2021-12-04,2026-04-12,104,35.86,0.8108108108108109,6,4,Online,Home & Garden,59,1590,0.16216216216216217,0.10810810810810811,36.551442307692305,73,10,17,6,10,8,9.561643835616438,3.375,2026-06-07,Social Media,3,0.3529
CUST-001178,Andrew,Evans,andrewevans@icloud.com,659-586-7154,55,Female,86879,1414 Maple Rd,Wichita,KS,67201,USA,2022-11-04,Inactive,True,False,Organic Search,4.0,22,1314,4,3,204.66000000000003,51.165000000000006,84.43,23.49,2024-04-22,2025-08-30,5,0.0,0.0,1,0,Mobile App,Automotive,284,495,0.25,0.0,40.932,9,1,0,2,3,2,9.11111111111111,5.0,2026-05-24,Email,17,0.0
CUST-001179,Brian,Thomas,briant@yahoo.com,203-974-1372,18,Female,49645,4988 Lake Rd,Portland,OR,97201,USA,2023-06-22,Active,False,True,Organic Search,8.0,3675,1084,144,113,48779.590000000004,338.7471527777778,542.37,142.54,2023-09-05,2026-03-15,1512,664.48,1.5972222222222223,15,7,Mobile App,Clothing,87,922,0.10416666666666667,0.04861111111111111,32.2616335978836,260,20,69,42,44,23,7.1692307692307695,2.9166666666666665,2026-06-08,In-Store,2,0.6087
CUST-001180,Raymond,Cooper,raymondc@outlook.com,358-482-4088,59,Female,43490,1948 Main Rd,Oklahoma City,OK,73101,USA,2021-10-27,Active,False,True,Paid Social,6.0,435,1687,33,22,3795.84,115.02545454545455,160.0,59.43,2026-03-09,2026-04-14,113,46.97,1.0606060606060606,3,4,Online,Electronics,57,36,0.09090909090909091,0.12121212121212122,33.59150442477876,88,13,26,10,13,12,10.136363636363637,2.75,2026-06-10,Social Media,0,0.3846
CUST-001181,Rebecca,Ward,rebecca.ward@outlook.com,657-812-1797,28,Female,37920,4109 Main Dr,San Francisco,CA,94101,USA,2025-04-13,Active,False,False,Affiliate,7.0,4362,423,42,32,14762.92,351.49809523809523,531.67,178.74,2021-10-30,2026-05-27,450,347.38,2.261904761904762,3,2,Online,Electronics,14,1670,0.07142857142857142,0.047619047619047616,32.806488888888886,223,24,53,39,34,14,7.174887892376682,2.736842105263158,2026-05-21,Phone,20,0.7358
CUST-001182,Jeffrey,Robinson,jeffreyrobinson@aol.com,439-949-6224,40,Male,118953,9561 Elm Ave,New Orleans,LA,70101,USA,2021-08-06,Inactive,False,True,Referral,1.0,17,1769,14,11,845.82,60.41571428571429,87.27,33.66,2023-09-02,2025-08-21,22,15.01,2.142857142857143,1,1,Mobile App,Sports,293,719,0.07142857142857142,0.07142857142857142,38.446363636363635,10,0,1,2,2,1,5.6,,2026-06-03,Email,7,2.0
CUST-001183,Joshua,Jackson,joshuaj@outlook.com,805-952-3869,28,Male,177942,7099 Lake St,Charlotte,NC,28201,USA,2024-02-14,Active,True,False,Paid Social,5.0,35,847,11,10,984.97,89.54272727272728,124.89,47.37,2024-11-29,2026-02-07,26,13.2,1.8181818181818181,0,0,Mobile App,Home & Garden,123,435,0.0,0.0,37.88346153846154,8,1,1,1,2,1,12.75,,2026-04-20,In-Store,51,1.0
CUST-001184,Brian,Chavez,bchavez@gmail.com,352-507-7167,42,Female,66382,3112 Lake Ave,Cleveland,OH,44101,USA,2023-07-01,Active,True,True,Paid Social,7.0,276,1075,39,34,4310.67,110.53,172.67,56.16,2023-10-26,2026-04-11,117,47.22,1.1538461538461537,2,1,Online,Home & Garden,60,898,0.05128205128205128,0.02564102564102564,36.843333333333334,104,6,23,17,13,13,6.865384615384615,2.75,2026-06-03,Social Media,7,0.7391
CUST-001185,Mark,Hill,mark879@gmail.com,622-626-9683,55,Male,192788,2296 Washington Ave,San Jose,CA,95101,USA,2021-12-02,Active,True,False,Email Campaign,8.0,9,1651,2,0,159.0,79.5,86.97,72.03,2025-11-14,2026-06-07,2,0.0,0.0,1,1,Online,Clothing,3,205,0.5,0.5,79.5,8,2,3,1,1,0,7.25,2.0,2026-05-15,Email,26,0.3333
CUST-001186,Steven,Clark,steven339@outlook.com,395-252-5398,41,Male,36753,6279 Main St,Philadelphia,PA,19101,USA,2023-12-01,Active,False,True,Organic Search,5.0,18,922,25,15,2212.54,88.5016,144.28,44.28,2026-04-08,2026-05-31,52,12.31,1.0,1,3,Online,Sports,10,53,0.04,0.12,42.548846153846156,20,3,6,7,2,1,7.75,2.5,2026-06-07,Mobile App,3,1.1667
CUST-001187,Matthew,Ross,matthew602@gmail.com,510-215-4470,26,Male,58859,3213 Oak Rd,Omaha,NE,68101,USA,2023-04-22,Active,False,True,Paid Social,6.0,27,1145,19,15,869.38,45.75684210526316,61.6,21.04,2021-08-30,2026-06-02,22,15.57,1.8421052631578947,2,2,Online,Electronics,8,1737,0.10526315789473684,0.10526315789473684,39.517272727272726,29,2,4,7,5,3,8.068965517241379,,2026-06-08,In-Store,2,1.75
CUST-001188,Dennis,Morris,dennismorris@icloud.com,765-529-5637,51,Female,59856,6336 Lake Ln,Minneapolis,MN,55401,USA,2023-01-19,Active,False,False,Paid Social,6.0,58,1238,16,13,646.92,40.4325,69.9,21.72,2025-08-01,2026-03-18,20,0.71,0.3125,1,1,Mobile App,Sports,84,229,0.0625,0.0625,32.346,46,7,7,8,7,7,9.23913043478261,3.0,2026-06-03,In-Store,7,1.1429
CUST-001189,Katherine,Rivera,katherine_rivera@protonmail.com,680-979-6246,20,Male,29978,3428 Elm Blvd,Detroit,MI,48201,USA,2023-07-25,Active,False,True,Email Campaign,8.0,146,1051,50,34,5727.6900000000005,114.55380000000001,172.83,59.01,2025-05-17,2026-03-27,157,124.03999999999999,2.3,8,2,Online,Books,75,314,0.16,0.04,36.48210191082803,45,6,12,8,5,2,6.555555555555555,3.25,2026-05-30,Social Media,11,0.6667
CUST-001190,Edward,Garcia,edwardgarcia@yahoo.com,793-937-7841,50,Male,98765,4936 Maple Ave,Tampa,FL,33601,USA,2025-08-15,Active,True,True,Organic Search,7.0,1423,299,86,69,28576.33,332.2829069767442,545.45,149.96,2024-09-10,2026-06-05,883,366.09,1.802325581395349,5,3,Online,Health & Beauty,5,633,0.05813953488372093,0.03488372093023256,32.36277463193658,135,20,37,17,21,15,9.511111111111111,2.7142857142857144,2026-06-06,In-Store,4,0.4595
CUST-001191,Kevin,Robinson,kevinr@gmail.com,940-857-9037,24,Non-binary,43520,7650 Maple Rd,San Francisco,CA,94101,USA,2023-08-22,Active,True,True,Organic Search,5.0,79,1023,25,17,2326.8,93.072,142.92,47.73,2022-04-01,2026-02-25,62,13.0,0.8,0,6,Mobile App,Health & Beauty,105,1426,0.0,0.24,37.52903225806452,20,2,4,3,5,3,7.45,4.0,2026-03-21,In-Store,81,0.75
CUST-001192,Amanda,Perez,amanda144@yahoo.com,857-260-9584,39,Male,296706,654 Oak Rd,Mesa,AZ,85201,USA,2023-09-13,Inactive,False,True,Email Campaign,4.0,53,1001,29,19,2803.15,96.66034482758621,143.94,59.82,2025-04-19,2026-01-06,72,32.94,1.206896551724138,1,2,Online,Sports,155,262,0.034482758620689655,0.06896551724137931,38.93263888888889,19,2,6,4,1,1,6.526315789473684,4.0,2026-05-30,Email,11,0.6667
CUST-001193,Michael,Ross,mross@outlook.com,209-423-9285,35,Male,34013,7571 Elm St,Dallas,TX,75201,USA,2021-09-18,Active,False,True,Organic Search,6.0,23,1726,15,13,755.26,50.35066666666667,63.89,23.17,2022-09-07,2026-05-28,19,8.01,1.3333333333333333,1,0,Online,Clothing,13,1359,0.06666666666666667,0.0,39.75052631578947,31,3,12,5,3,1,6.870967741935484,2.0,2026-03-03,Email,99,0.4167
CUST-001194,Helen,Brooks,helenb@protonmail.com,764-621-1194,45,Female,96820,374 Cedar Ln,Albuquerque,NM,87101,USA,2022-09-28,Active,False,True,Direct,8.0,277,1351,13,10,1393.03,107.15615384615384,158.32,62.93,2026-05-31,2026-06-10,37,37.22,3.076923076923077,1,2,Online,Health & Beauty,0,10,0.07692307692307693,0.15384615384615385,37.64945945945946,57,8,14,11,8,3,7.245614035087719,3.1666666666666665,2026-06-10,Mobile App,0,0.7857
CUST-001195,Andrew,Williams,andrew515@gmail.com,736-352-4948,32,Female,123488,3244 Cedar Blvd,Oakland,CA,94601,USA,2024-01-10,Active,False,True,Email Campaign,6.0,143,882,25,20,2924.21,116.9684,177.31,59.32,2022-02-16,2026-05-27,90,0.0,0.0,1,2,Online,Home & Garden,14,1561,0.04,0.08,32.49122222222222,54,6,14,7,4,4,4.888888888888889,2.5,2026-05-04,Mobile App,37,0.5
CUST-001196,Paul,Gomez,paul_gomez@company.com,431-507-2320,57,Female,70909,619 Oak Dr,Portland,OR,97201,USA,2023-11-12,Active,False,True,Organic Search,9.0,19,941,5,1,315.83,63.166,103.52,36.24,2021-12-12,2026-05-21,6,8.5,3.0,0,3,Mobile App,Clothing,20,1621,0.0,0.6,52.63833333333333,11,2,3,1,0,2,6.818181818181818,1.0,2026-04-06,Mobile App,65,0.3333
CUST-001197,Timothy,Carter,tcarter@hotmail.com,711-644-6427,45,Female,17122,9370 Oak Ln,Houston,TX,77001,USA,2022-11-13,Active,False,False,Paid Social,3.0,106,1305,7,6,612.06,87.43714285714285,112.96,49.19,2024-03-16,2026-02-13,14,23.03,2.857142857142857,1,0,Phone,Home & Garden,117,699,0.14285714285714285,0.0,43.71857142857142,14,1,2,2,2,1,5.714285714285714,,2026-01-04,Web,157,1.0
CUST-001198,Jennifer,Robinson,jennifer217@hotmail.com,900-487-9897,47,Female,179001,9332 Main Ave,Atlanta,GA,30301,USA,2023-10-10,Active,True,False,Paid Social,5.0,99,974,11,9,1037.18,94.28909090909092,131.48,44.96,2022-11-09,2026-01-30,30,40.510000000000005,4.545454545454546,1,0,Mobile App,Electronics,131,1178,0.09090909090909091,0.0,34.57266666666667,14,0,2,2,2,5,5.642857142857143,,2026-01-11,In-Store,150,1.0
CUST-001199,Kenneth,Williams,kennethwilliams@hotmail.com,366-777-4939,40,Female,133537,9384 Washington Rd,Long Beach,CA,90801,USA,2025-08-18,Active,False,False,Organic Search,8.0,9,296,2,0,209.41,104.705,123.88,85.53,2025-07-26,2026-06-07,5,0.0,0.0,1,0,In-Store,Electronics,3,316,0.5,0.0,41.882,11,2,4,0,0,1,7.090909090909091,3.0,2026-02-01,Phone,129,0.0
CUST-001200,Anna,Nelson,anna394@yahoo.com,254-300-8161,57,Female,129122,3903 Oak Blvd,Dallas,TX,75201,USA,2022-01-03,Active,True,True,Paid Social,5.0,7,1619,4,4,186.01,46.5025,51.01,40.72,2026-05-27,2026-06-09,4,10.540000000000001,6.25,0,0,Mobile App,Food & Beverage,1,13,0.0,0.0,46.5025,58,8,16,6,10,6,9.10344827586207,2.6,2026-06-10,Web,0,0.375
CUST-001201,Nicole,Foster,nicolef@hotmail.com,661-702-4737,29,Female,48514,5929 Washington Dr,Portland,OR,97201,USA,2022-02-06,Active,True,False,Referral,9.0,6384,1585,130,96,45634.02,351.03092307692305,561.28,142.1,2025-01-04,2026-06-03,1374,429.32,1.0,12,13,Online,Home & Garden,7,515,0.09230769230769231,0.1,33.2125327510917,133,18,37,18,16,10,7.150375939849624,2.8,2026-06-06,Mobile App,4,0.4865
CUST-001202,Lisa,Mendoza,lisa600@hotmail.com,930-275-2344,52,Female,99678,4490 Maple Dr,Oklahoma City,OK,73101,USA,2025-12-16,Active,True,False,Direct,9.0,377,176,15,11,1616.13,107.742,157.89,56.94,2022-12-22,2026-05-25,47,15.85,0.6666666666666666,0,4,Online,Electronics,16,1250,0.0,0.26666666666666666,34.38574468085107,37,5,7,4,9,1,7.243243243243243,3.3333333333333335,2026-05-04,Phone,37,0.5714
CUST-001203,Catherine,Brooks,catherine158@outlook.com,515-655-6896,50,Female,95778,4519 Oak Ave,Oklahoma City,OK,73101,USA,2024-08-30,Active,False,True,Paid Social,5.0,88,649,6,6,500.99,83.49833333333333,105.16,61.2,2024-05-19,2026-01-23,14,30.39,5.0,0,0,Online,Electronics,138,614,0.0,0.0,35.785000000000004,15,0,2,3,4,2,7.466666666666667,,2026-01-05,Email,156,1.5
CUST-001204,Barbara,White,bwhite@yahoo.com,562-767-2524,39,Male,52624,9880 Elm Dr,Kansas City,MO,64101,USA,2023-04-30,Active,False,False,Organic Search,8.0,52,1137,15,13,592.21,39.48066666666667,60.43,17.9,2023-07-19,2026-05-04,18,9.07,2.0,0,1,Online,Home & Garden,37,1020,0.0,0.06666666666666667,32.900555555555556,25,5,5,2,7,2,11.24,5.0,2026-05-25,Web,16,0.4
CUST-001205,Mary,Nguyen,mnguyen@protonmail.com,901-589-3777,18,Male,83114,2374 Cedar Blvd,Wichita,KS,67201,USA,2025-12-18,Active,False,False,Referral,8.0,2662,174,106,82,38316.54,361.4767924528302,543.8,171.31,2025-07-08,2026-03-21,1244,391.94,1.0377358490566038,7,6,Online,Electronics,81,256,0.0660377358490566,0.05660377358490566,30.801077170418008,172,16,43,28,29,15,7.5813953488372094,3.4,2026-06-09,Phone,1,0.6512
CUST-001206,Paul,Murphy,paul.murphy@gmail.com,278-569-5123,39,Male,47774,4140 Lake Ln,Austin,TX,78701,USA,2024-01-01,Active,True,True,Direct,9.0,5995,891,33,20,13264.05,401.9409090909091,542.99,206.39,2021-12-15,2026-04-28,398,129.64,1.2121212121212122,4,4,Mobile App,Sports,43,1595,0.12121212121212122,0.12121212121212122,33.326758793969844,225,30,69,32,25,15,6.92,2.7,2026-06-07,In-Store,3,0.4638
CUST-001207,Brandon,Sanchez,brandon.sanchez@icloud.com,835-589-6399,53,Male,65101,7312 Elm Dr,Dallas,TX,75201,USA,2024-09-24,Active,False,True,Referral,5.0,16,624,5,3,421.55,84.31,112.59,56.19,2022-11-22,2026-05-29,11,0.0,0.0,1,1,Online,Home & Garden,12,1284,0.2,0.2,38.32272727272727,25,5,6,2,6,1,8.8,3.0,2026-03-23,Mobile App,79,0.3333
CUST-001208,Katherine,Kim,katherine_kim@protonmail.com,607-526-5775,18,Female,150522,8144 Pine Blvd,Boston,MA,02101,USA,2023-01-21,Active,True,False,Email Campaign,8.0,7670,1236,117,88,39911.09,341.12042735042735,536.53,131.39,2023-05-29,2026-05-23,1223,456.51,1.3247863247863247,10,9,Mobile App,Clothing,18,1090,0.08547008547008547,0.07692307692307693,32.63376124284546,247,19,50,32,36,22,6.534412955465587,2.6923076923076925,2026-06-08,Social Media,2,0.64
CUST-001209,Timothy,Scott,tscott@yahoo.com,384-898-1440,67,Male,153793,7663 Pine Dr,Detroit,MI,48201,USA,2025-10-19,Active,False,True,Referral,9.0,102,234,10,5,961.33,96.13300000000001,133.43,58.43,2024-01-21,2026-05-14,25,6.01,1.0,0,3,Mobile App,Automotive,27,844,0.0,0.3,38.4532,82,12,20,10,12,6,8.658536585365853,3.125,2026-06-04,In-Store,6,0.5
CUST-001210,Donna,Ruiz,druiz@hotmail.com,458-874-3525,45,Female,166346,7032 Washington St,Oakland,CA,94601,USA,2023-08-22,Active,True,False,Paid Social,6.0,57,1023,3,2,126.97999999999999,42.32666666666666,50.29,33.8,2023-08-30,2026-06-06,3,0.0,0.0,1,0,In-Store,Sports,4,1011,0.3333333333333333,0.0,42.32666666666666,38,3,8,7,6,5,7.394736842105263,3.0,2026-04-14,Phone,57,0.875
CUST-001211,Laura,Kim,laurak@yahoo.com,628-756-1602,32,Female,57206,5990 Oak St,Portland,OR,97201,USA,2023-06-11,Active,True,True,Paid Social,9.0,3,1095,2,2,157.32999999999998,78.66499999999999,121.27,36.06,2022-06-27,2026-05-13,3,0.0,0.0,0,0,Mobile App,Sports,28,1416,0.0,0.0,52.44333333333333,15,0,5,2,5,1,8.066666666666666,,2026-01-18,Mobile App,143,0.4
CUST-001212,Jerry,Young,jerry674@gmail.com,893-862-7547,33,Male,73808,5532 Washington St,Nashville,TN,37201,USA,2025-07-04,Active,False,True,Affiliate,9.0,15,341,1,0,38.82,38.82,38.82,38.82,2026-06-03,2026-06-03,1,0.0,0.0,0,0,Online,Health & Beauty,7,0,0.0,0.0,38.82,23,3,5,2,2,4,6.608695652173913,2.5,2026-03-14,In-Store,88,0.4
CUST-001213,Mary,Gonzalez,marygonzalez@gmail.com,789-426-8303,53,Male,43465,6229 Washington Dr,Fresno,CA,93701,USA,2022-04-02,Active,True,True,Paid Social,9.0,139,1530,14,8,1448.49,103.46357142857143,145.95,65.61,2024-03-11,2026-03-17,37,46.38,3.2142857142857144,4,0,Online,Electronics,85,736,0.2857142857142857,0.0,39.14837837837838,51,6,12,6,11,1,8.568627450980392,4.333333333333333,2026-06-03,In-Store,7,0.5
CUST-001214,Jerry,Gray,jerry603@hotmail.com,307-502-7815,56,Female,49107,1506 Oak Rd,Fresno,CA,93701,USA,2025-08-05,Active,False,False,Paid Social,7.0,14,309,4,2,297.76,74.44,98.57,59.55,2023-09-13,2026-05-26,7,9.73,3.75,1,0,Mobile App,Health & Beauty,15,986,0.25,0.0,42.537142857142854,11,0,2,0,2,1,3.727272727272727,,2026-06-03,Email,7,0.0
CUST-001215,Charles,Hall,charles_hall@protonmail.com,687-299-8178,45,Female,51551,7512 Elm St,Milwaukee,WI,53201,USA,2022-01-15,Active,False,True,Referral,6.0,209,1607,35,26,4113.85,117.53857142857144,162.52,60.9,2024-10-06,2026-05-18,126,34.87,0.8571428571428571,1,4,Online,Home & Garden,23,589,0.02857142857142857,0.11428571428571428,32.64960317460318,67,10,17,11,7,7,8.149253731343284,2.857142857142857,2026-06-09,Email,1,0.6471
CUST-001216,Joshua,Garcia,joshua830@gmail.com,368-958-4996,49,Female,44808,8554 Maple Ln,San Diego,CA,92101,USA,2026-04-24,Active,False,False,In-Store,7.0,61,47,32,27,3847.84,120.245,164.82,68.98,2022-01-31,2026-05-21,95,28.5,0.625,0,2,Online,Sports,20,1571,0.0,0.0625,40.503578947368425,71,8,17,13,11,1,6.859154929577465,3.0,2026-06-09,In-Store,1,0.7647
CUST-001217,Christopher,Nelson,cnelson@outlook.com,855-873-8080,33,Female,60497,6581 Main Rd,Milwaukee,WI,53201,USA,2025-02-20,Active,False,True,Paid Social,8.0,27,475,5,3,352.76,70.55199999999999,91.68,58.49,2022-04-16,2026-05-12,9,0.0,0.0,1,0,Mobile App,Home & Garden,29,1487,0.2,0.0,39.19555555555556,14,1,3,2,3,0,6.785714285714286,3.0,2026-05-02,Phone,39,0.6667
CUST-001218,Brandon,Sanchez,brandons@protonmail.com,485-970-2025,18,Male,73875,9559 Oak Ln,Louisville,KY,40201,USA,2024-04-04,Active,True,True,Paid Social,5.0,20,797,3,2,111.59,37.196666666666665,45.38,20.89,2024-11-05,2026-04-23,3,0.0,0.0,0,0,In-Store,Books,48,534,0.0,0.0,37.196666666666665,42,3,12,8,9,1,5.904761904761905,2.6666666666666665,2026-06-05,Mobile App,5,0.6667
CUST-001219,Lisa,Campbell,lisacampbell@gmail.com,740-854-6134,35,Female,174814,9880 Washington Ln,Milwaukee,WI,53201,USA,2025-10-19,Inactive,True,True,Email Campaign,5.0,52,234,27,19,2339.97,86.66555555555554,136.48,44.55,2026-02-26,2026-03-21,54,44.32,1.6666666666666667,3,2,Online,Health & Beauty,81,23,0.1111111111111111,0.07407407407407407,43.33277777777777,13,0,4,2,1,3,5.076923076923077,,2026-05-28,In-Store,13,0.5
CUST-001220,Ronald,Ramos,ronald_ramos@aol.com,922-504-2388,51,Female,38441,2294 Elm St,Nashville,TN,37201,USA,2021-09-12,Active,True,True,Referral,8.0,6,1732,1,1,88.16,88.16,88.16,88.16,2026-05-31,2026-05-31,1,0.0,0.0,0,0,Online,Home & Garden,10,0,0.0,0.0,88.16,11,1,0,2,1,1,5.545454545454546,,2026-05-10,In-Store,31,0.0
CUST-001221,Donald,Flores,donaldflores@hotmail.com,810-341-7286,57,Male,32169,7031 Maple Dr,Detroit,MI,48201,USA,2022-07-20,Active,False,True,Affiliate,6.0,50,1421,17,10,778.81,45.81235294117647,56.08,27.89,2024-03-26,2026-06-05,19,0.0,0.0,4,3,Online,Clothing,5,801,0.23529411764705882,0.17647058823529413,40.989999999999995,44,4,14,5,6,3,4.931818181818182,3.5,2026-04-29,Email,42,0.3571
CUST-001222,Samantha,Morgan,samantha711@gmail.com,391-522-8389,34,Male,66325,978 Elm St,Jacksonville,FL,32201,USA,2023-04-30,Active,False,True,Affiliate,8.0,3831,1137,133,103,46033.67,346.11781954887215,554.66,137.85,2023-08-03,2026-05-22,1332,560.79,1.4661654135338347,9,13,Online,Clothing,19,1023,0.06766917293233082,0.09774436090225563,34.55981231231231,116,14,28,19,20,11,7.594827586206897,2.7777777777777777,2026-06-06,In-Store,4,0.6786
CUST-001223,Gary,Moore,gmoore@gmail.com,625-927-8272,20,Male,37038,8106 Maple St,Kansas City,MO,64101,USA,2023-08-09,Active,True,True,Email Campaign,8.0,193,1036,20,15,2233.0099999999998,111.6505,170.77,55.57,2023-04-21,2026-06-01,64,43.36,2.0,0,2,Online,Electronics,9,1137,0.0,0.1,34.890781249999996,103,14,30,17,9,9,6.553398058252427,3.875,2026-05-29,In-Store,12,0.5667
CUST-001224,Larry,Brown,larrybrown@yahoo.com,372-999-8492,75,Male,117097,9367 Lake Ln,Denver,CO,80201,USA,2026-04-04,Active,False,False,Email Campaign,7.0,268,67,23,18,2363.33,102.75347826086956,157.29,58.65,2025-05-04,2026-04-01,65,98.72,3.9130434782608696,1,1,Mobile App,Automotive,70,332,0.043478260869565216,0.043478260869565216,36.35892307692308,92,6,27,13,16,10,7.467391304347826,2.25,2026-06-10,Phone,0,0.4815
CUST-001225,Angela,Anderson,angela.anderson@outlook.com,755-974-1681,56,Female,47378,7331 Pine Dr,Seattle,WA,98101,USA,2022-02-03,Active,False,False,Organic Search,9.0,209,1588,34,27,3639.5,107.04411764705883,180.89,50.85,2023-12-29,2026-03-14,97,87.38,2.7941176470588234,0,2,Online,Electronics,88,806,0.0,0.058823529411764705,37.52061855670103,64,7,19,8,10,3,7.4375,3.5,2026-05-27,In-Store,14,0.4211
CUST-001226,Susan,Patel,susan850@gmail.com,660-469-6711,51,Male,104306,1525 Lake St,New Orleans,LA,70101,USA,2025-01-19,Inactive,True,True,Paid Social,3.0,14,507,4,4,185.04,46.26,67.99,28.92,2023-08-05,2024-06-12,5,0.0,0.0,0,0,Online,Books,728,312,0.0,0.0,37.007999999999996,19,1,2,4,2,6,6.421052631578948,,2026-05-19,Email,22,2.0
CUST-001227,Maria,Walker,maria215@hotmail.com,847-638-3719,18,Male,85250,2381 Pine Ave,Long Beach,CA,90801,USA,2022-07-29,Active,True,True,Referral,7.0,408,1412,12,12,1392.99,116.0825,171.53,67.79,2026-05-23,2026-06-06,38,0.0,0.0,0,0,Online,Home & Garden,4,14,0.0,0.0,36.65763157894737,100,13,23,22,15,9,8.96,2.3333333333333335,2026-06-10,Web,0,0.9565
CUST-001228,Linda,Reed,lindar@protonmail.com,499-496-5380,44,Female,84657,8528 Oak Ave,Seattle,WA,98101,USA,2023-02-03,Active,False,True,Organic Search,4.0,57,1223,11,5,1102.45,100.22272727272728,146.17,50.99,2026-05-08,2026-05-17,29,0.0,0.0,2,2,Online,Automotive,24,9,0.18181818181818182,0.18181818181818182,38.015517241379314,24,1,5,4,5,4,8.375,2.0,2026-06-10,Social Media,0,0.8
CUST-001229,Dennis,Evans,dennis.evans@gmail.com,455-349-6277,40,Female,27284,4155 Washington Dr,Seattle,WA,98101,USA,2021-07-30,Active,False,True,In-Store,6.0,22,1776,12,10,611.75,50.979166666666664,71.09,26.24,2023-09-03,2026-05-30,14,13.459999999999999,2.5,1,0,Online,Home & Garden,11,1000,0.08333333333333333,0.0,43.69642857142857,21,4,4,3,5,1,10.428571428571429,2.3333333333333335,2026-03-13,Phone,89,0.75
CUST-001230,Charles,Kelly,charles_kelly@icloud.com,987-295-7600,49,Male,75431,8547 Cedar Rd,Miami,FL,33101,USA,2024-02-12,Active,False,True,Organic Search,8.0,25,849,5,3,386.93,77.386,102.59,54.87,2025-02-01,2026-05-12,8,0.0,0.0,1,1,Online,Electronics,29,465,0.2,0.2,48.36625,18,3,5,2,5,0,6.5,3.0,2026-06-02,Web,8,0.4
CUST-001231,Melissa,Collins,mcollins@gmail.com,295-948-8511,59,Female,102192,5969 Oak Ln,Boston,MA,02101,USA,2023-03-06,Active,True,False,Referral,5.0,21,1192,17,14,805.1,47.358823529411765,63.98,16.82,2022-11-02,2026-03-21,23,4.99,0.5882352941176471,1,2,Online,Sports,81,1235,0.058823529411764705,0.11764705882352941,35.004347826086956,15,0,4,1,3,3,5.6,,2026-06-09,In-Store,1,0.25
